"COUNTY","GEOID","DESCRIPTION","REGION","YEAR","UNEMPLOYMENT","IN_LABOR_FORCE","FRONTLINE_OCC","HIGH_UNEMP_OCC","UNEMPLOYMENT_2019_RR","FRONTLINE_OCC_RR","HIGH_UNEMP_OCC_RR"
"24001","2400100","Allegany & Garrett Counties--Cumberland City, Maryland","Cumberland, MD-WV",2019,0.028,0.437,0.274,0.158,1,1,1
"24037","2401500","St. Mary's & Calvert Counties, Maryland","California-Lexington Park, MD",2019,0.021,0.539,0.193,0.146,1,1,1
"24043","2400200","Washington County--Hagerstown City, Maryland","Hagerstown-Martinsburg, MD-WV",2019,0.027,0.492,0.303,0.092,1.3,1.02,0.95
"54003","5400400","Berkeley, Jefferson, Mineral, Hampshire & Morgan Counties, West Virginia","Hagerstown-Martinsburg, MD-WV",2019,0.017,0.517,0.294,0.1,0.82,0.99,1.03
"25001","2504700","Barnstable County (West)--Inner Cape Cod Towns & Barnstable Town City, Massachusetts","Barnstable Town, MA",2019,0.018,0.547,0.25,0.141,0.8,1.11,0.93
"25001","2504800","Barnstable (East), Dukes & Nantucket Counties--Outer Cape Cod Towns, Massachusetts","Barnstable Town, MA",2019,0.028,0.512,0.195,0.165,1.24,0.87,1.09
"25003","2500100","Berkshire County--Pittsfield City, Massachusetts","Pittsfield, MA",2019,0.019,0.534,0.282,0.147,1,1,1
"25005","2504500","Bristol County (South)--New Bedford City & Fairhaven Town, Massachusetts","Providence-Warwick, RI-MA",2019,0.013,0.489,0.362,0.118,0.57,1.22,0.87
"25005","2504302","Bristol County (Central)--Fall River City & Somerset Town, Massachusetts","Providence-Warwick, RI-MA",2019,0.031,0.46,0.294,0.135,1.37,0.99,0.99
"25005","2504303","Bristol County--Taunton City, Mansfield, Norton, Raynam, Dighton & Berkley Towns, Massachusetts","Providence-Warwick, RI-MA",2019,0.033,0.583,0.348,0.111,1.46,1.17,0.82
"25005","2504200","Attleboro City, North Attleborough, Swansea, Seekonk, Rehoboth & Plainville Towns, Massachusetts","Providence-Warwick, RI-MA",2019,0.022,0.568,0.285,0.088,0.97,0.96,0.65
"25005","2504301","Bristol (Outside New Bedford City) & Plymouth (South) Counties, Massachusetts","Providence-Warwick, RI-MA",2019,0.019,0.549,0.286,0.139,0.84,0.96,1.02
"44003","4400201","Central Rhode Island--Kent County--Warwick City, Rhode Island","Providence-Warwick, RI-MA",2019,0.019,0.577,0.272,0.149,0.84,0.91,1.09
"44005","4400300","Southeast Rhode Island--Newport & Bristol Counties--Newport City, Rhode Island","Providence-Warwick, RI-MA",2019,0.018,0.551,0.196,0.191,0.79,0.66,1.4
"44007","4400103","Providence City, Rhode Island","Providence-Warwick, RI-MA",2019,0.033,0.524,0.302,0.147,1.46,1.01,1.08
"44007","4400102","Northeast Rhode Island--Providence County--Pawtucket & Central Falls Cities, Rhode Island","Providence-Warwick, RI-MA",2019,0.023,0.539,0.308,0.132,1.02,1.03,0.97
"44007","4400101","Northwest Rhode Island--Providence County (West & Central)--Woonsocket City, Rhode Island","Providence-Warwick, RI-MA",2019,0.021,0.558,0.329,0.131,0.93,1.11,0.96
"44007","4400104","Providence County (Southeast)--Cranston & East Providence Cities, Rhode Island","Providence-Warwick, RI-MA",2019,0.011,0.506,0.327,0.132,0.49,1.1,0.97
"44009","4400400","South Rhode Island--Washington County, Rhode Island","Providence-Warwick, RI-MA",2019,0.025,0.547,0.273,0.152,1.1,0.92,1.12
"25011","2500200","Franklin & Hampshire (North) Counties, Massachusetts","Greenfield Town, MA",2019,0.033,0.536,0.284,0.132,1,1,1
"25013","2501902","Hampden County (East of Springfield City)--Chicopee City, Massachusetts","Springfield, MA",2019,0.022,0.547,0.324,0.155,0.98,0.98,1.1
"25013","2501900","Hampden County (Central)--Springfield City, Massachusetts","Springfield, MA",2019,0.024,0.468,0.398,0.178,1.07,1.2,1.27
"25013","2501901","Hampden County (West of Springfield City)--Westfield & Holyoke Cities, Massachusetts","Springfield, MA",2019,0.024,0.506,0.349,0.115,1.07,1.06,0.82
"25015","2501600","Hampden (West & East) & Hampshire (South) Counties--Northampton City, Massachusetts","Springfield, MA",2019,0.02,0.56,0.258,0.118,0.89,0.78,0.84
"26005","2600900","Allegan County, Michigan","Holland, MI",2019,0.01,0.49,0.348,0.201,1,1,1
"26007","2600300","Northeast Lower Peninsula, Michigan","Alpena, MI",2019,0.032,0.433,0.313,0.131,1,1,1
"26017","2601400","Bay & Midland Counties, Michigan","Bay City, MI",2019,0.02,0.484,0.329,0.142,1,1,1
"26021","2602400","Berrien County, Michigan","Niles-Benton Harbor, MI",2019,0.018,0.485,0.298,0.18,1,1,1
"26025","2602000","Calhoun & Barry Counties, Michigan","Battle Creek, MI",2019,0.028,0.498,0.336,0.181,1,1,1
"26033","2600200","Eastern Upper Peninsula, Michigan","Sault Ste. Marie, MI",2019,0.029,0.46,0.319,0.177,1,1,1
"26045","2601900","Eaton & Clinton Counties, Michigan","Lansing-East Lansing, MI",2019,0.018,0.533,0.335,0.109,0.68,1.15,0.88
"26065","2601801","Ingham County (South & East), Michigan","Lansing-East Lansing, MI",2019,0.032,0.539,0.223,0.152,1.2,0.77,1.23
"26065","2601802","Ingham County (Northwest), Michigan","Lansing-East Lansing, MI",2019,0.032,0.559,0.323,0.106,1.2,1.11,0.86
"26049","2601702","Genesee County (Central, Outside Flint City), Michigan","Flint, MI",2019,0.043,0.416,0.405,0.151,1.22,1.06,1.09
"26049","2601701","Genesee (East) & Lapeer Counties, Michigan","Flint, MI",2019,0.032,0.49,0.36,0.126,0.91,0.95,0.91
"26049","2601703","Genesee County (Central)--Flint City Area, Michigan","Flint, MI",2019,0.074,0.423,0.472,0.184,2.1,1.24,1.33
"26049","2601704","Genesee (West) & Shiawassee Counties, Michigan","Flint, MI",2019,0.017,0.478,0.348,0.125,0.48,0.91,0.9
"26055","2600500","Northwest Lower Peninsula (West), Michigan","Traverse City, MI",2019,0.028,0.516,0.262,0.206,1,1,1
"26067","2601100","Ionia, Montcalm, Mecosta & Osceola Counties, Michigan","Ionia, MI",2019,0.022,0.448,0.382,0.113,1,1,1
"26073","2601200","Isabella, Gratiot & Clare Counties, Michigan","Mount Pleasant, MI",2019,0.029,0.45,0.289,0.197,1,1,1
"26075","2602600","Jackson County, Michigan","Jackson, MI",2019,0.027,0.47,0.315,0.157,1,1,1
"26077","2602102","Kalamazoo County (Central)--Kalamazoo & Portage Cities Area, Michigan","Kalamazoo-Portage, MI",2019,0.031,0.562,0.264,0.177,1.15,0.81,1.09
"26077","2602101","Kalamazoo County (Outer), Michigan","Kalamazoo-Portage, MI",2019,0.019,0.507,0.374,0.174,0.71,1.15,1.08
"26159","2602300","Van Buren & Cass Counties, Michigan","Kalamazoo-Portage, MI",2019,0.031,0.486,0.338,0.13,1.15,1.04,0.8
"26081","2601004","Kent County (North), Michigan","Grand Rapids-Wyoming, MI",2019,0.012,0.576,0.317,0.154,0.63,0.97,1.02
"26081","2601001","Kent County (Southwest), Michigan","Grand Rapids-Wyoming, MI",2019,0.013,0.535,0.302,0.13,0.69,0.93,0.86
"26081","2601003","Kent County (Southeast), Michigan","Grand Rapids-Wyoming, MI",2019,0.012,0.535,0.353,0.119,0.63,1.08,0.79
"26081","2601002","Kent County (Central)--Grand Rapids City Area, Michigan","Grand Rapids-Wyoming, MI",2019,0.037,0.556,0.317,0.187,1.95,0.97,1.24
"26139","2600802","Ottawa County (East), Michigan","Grand Rapids-Wyoming, MI",2019,0.022,0.555,0.32,0.14,1.16,0.98,0.93
"26139","2600801","Ottawa County (West), Michigan","Grand Rapids-Wyoming, MI",2019,0.011,0.546,0.345,0.162,0.58,1.06,1.08
"26091","2602500","Lenawee & Hillsdale Counties, Michigan","Adrian, MI",2019,0.023,0.448,0.368,0.137,1,1,1
"26093","2602800","Livingston County, Michigan","Detroit-Warren-Dearborn, MI",2019,0.021,0.527,0.299,0.153,0.77,0.82,1.04
"26099","2603003","Macomb County (Southwest)--Sterling Heights City, Michigan","Detroit-Warren-Dearborn, MI",2019,0.024,0.536,0.438,0.122,0.89,1.2,0.83
"26099","2603004","Macomb County (Southeast)--Mount Clemens & Fraser Area, Michigan","Detroit-Warren-Dearborn, MI",2019,0.029,0.52,0.401,0.152,1.07,1.1,1.03
"26099","2603002","Macomb County (Central), Michigan","Detroit-Warren-Dearborn, MI",2019,0.017,0.537,0.375,0.132,0.63,1.03,0.9
"26099","2603001","Macomb County (North), Michigan","Detroit-Warren-Dearborn, MI",2019,0.018,0.53,0.349,0.116,0.66,0.96,0.79
"26099","2603006","Macomb County (Southwest)--Warren & Center Line Cities, Michigan","Detroit-Warren-Dearborn, MI",2019,0.03,0.534,0.368,0.182,1.11,1.01,1.24
"26099","2603005","Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area, Michigan","Detroit-Warren-Dearborn, MI",2019,0.028,0.529,0.343,0.145,1.03,0.94,0.99
"26125","2602904","Oakland County (Central), Michigan","Detroit-Warren-Dearborn, MI",2019,0.025,0.55,0.369,0.174,0.92,1.01,1.18
"26125","2602902","Oakland County (Northeast), Michigan","Detroit-Warren-Dearborn, MI",2019,0.02,0.564,0.331,0.162,0.74,0.91,1.1
"26125","2602905","Oakland County (Southwest), Michigan","Detroit-Warren-Dearborn, MI",2019,0.017,0.529,0.352,0.11,0.63,0.96,0.75
"26125","2602903","Oakland County (East Central)--Troy & Rochester Area, Michigan","Detroit-Warren-Dearborn, MI",2019,0.02,0.531,0.383,0.15,0.74,1.05,1.02
"26125","2602901","Oakland County (West), Michigan","Detroit-Warren-Dearborn, MI",2019,0.021,0.523,0.307,0.126,0.77,0.84,0.86
"26125","2602906","Oakland County (Central)--Birmingham & Bloomfield Area, Michigan","Detroit-Warren-Dearborn, MI",2019,0.023,0.517,0.321,0.101,0.85,0.88,0.69
"26125","2602908","Oakland County (Southeast), Michigan","Detroit-Warren-Dearborn, MI",2019,0.02,0.605,0.316,0.15,0.74,0.86,1.02
"26125","2602907","Oakland County (South Central)--Farmington & Southfield Area, Michigan","Detroit-Warren-Dearborn, MI",2019,0.03,0.55,0.421,0.133,1.11,1.15,0.9
"26147","2603100","St. Clair County, Michigan","Detroit-Warren-Dearborn, MI",2019,0.03,0.492,0.398,0.133,1.11,1.09,0.9
"26163","2603209","Detroit City (North Central), Michigan","Detroit-Warren-Dearborn, MI",2019,0.052,0.451,0.49,0.151,1.92,1.34,1.03
"26163","2603211","Detroit City (South Central & Southeast), Michigan","Detroit-Warren-Dearborn, MI",2019,0.044,0.494,0.346,0.2,1.62,0.95,1.36
"26163","2603207","Wayne County (Southeast)--Downriver Area (North), Michigan","Detroit-Warren-Dearborn, MI",2019,0.022,0.458,0.378,0.182,0.81,1.03,1.24
"26163","2603204","Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities, Michigan","Detroit-Warren-Dearborn, MI",2019,0.023,0.514,0.383,0.155,0.85,1.05,1.05
"26163","2603203","Wayne County (Central)--Dearborn & Dearborn Heights Cities, Michigan","Detroit-Warren-Dearborn, MI",2019,0.016,0.439,0.36,0.181,0.59,0.99,1.23
"26163","2603208","Detroit City (Northwest), Michigan","Detroit-Warren-Dearborn, MI",2019,0.078,0.431,0.359,0.146,2.88,0.98,0.99
"26163","2603210","Detroit City (Northeast), Michigan","Detroit-Warren-Dearborn, MI",2019,0.074,0.454,0.425,0.168,2.73,1.16,1.14
"26163","2603206","Wayne County (Southeast)--Downriver Area (South), Michigan","Detroit-Warren-Dearborn, MI",2019,0.02,0.488,0.388,0.158,0.74,1.06,1.08
"26163","2603213","Wayne County (Northeast)--I-94 Corridor, Michigan","Detroit-Warren-Dearborn, MI",2019,0.022,0.448,0.302,0.143,0.81,0.83,0.97
"26163","2603201","Wayne County (Northwest), Michigan","Detroit-Warren-Dearborn, MI",2019,0.012,0.537,0.374,0.101,0.44,1.02,0.69
"26163","2603212","Detroit City (Southwest), Michigan","Detroit-Warren-Dearborn, MI",2019,0.028,0.41,0.346,0.165,1.03,0.95,1.12
"26163","2603202","Wayne County (North Central)--Livonia City & Redford Charter Township, Michigan","Detroit-Warren-Dearborn, MI",2019,0.017,0.538,0.313,0.153,0.63,0.86,1.04
"26163","2603205","Wayne County (Southwest), Michigan","Detroit-Warren-Dearborn, MI",2019,0.044,0.52,0.421,0.172,1.62,1.15,1.17
"26103","2600100","Western Upper Peninsula, Michigan","Marquette, MI",2019,0.021,0.462,0.317,0.141,1,1,1
"26115","2603300","Monroe County, Michigan","Monroe, MI",2019,0.021,0.486,0.418,0.141,1,1,1
"26121","2600700","Muskegon County, Michigan","Muskegon, MI",2019,0.03,0.467,0.364,0.177,1,1,1
"26145","2601500","Saginaw County, Michigan","Saginaw, MI",2019,0.025,0.468,0.352,0.154,1,1,1
"26149","2602200","St. Joseph & Branch Counties, Michigan","Sturgis, MI",2019,0.015,0.45,0.421,0.134,1,1,1
"26161","2602702","Washtenaw County (East Central)--Ann Arbor City Area, Michigan","Ann Arbor, MI",2019,0.01,0.521,0.185,0.131,0.63,0.68,0.95
"26161","2602703","Washtenaw County (East Central, Outside Ann Arbor City), Michigan","Ann Arbor, MI",2019,0.028,0.573,0.301,0.154,1.76,1.11,1.12
"26161","2602701","Washtenaw County (West, Northeast & Southeast), Michigan","Ann Arbor, MI",2019,0.007,0.523,0.327,0.125,0.44,1.2,0.91
"26165","2600400","Northwest Lower Peninsula (East), Michigan","Cadillac, MI",2019,0.021,0.476,0.304,0.169,1,1,1
"27003","2701102","Anoka County (Southwest)--Coon Rapids, Fridley & Columbia Heights Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.023,0.557,0.315,0.106,1.26,1.11,0.85
"27003","2701103","Anoka County (East)--Blaine, Lino Lakes & Ham Lake Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.033,0.586,0.33,0.114,1.81,1.16,0.92
"27003","2701101","Anoka County (Northwest)--Andover, Ramsey, Anoka & East Bethel Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.011,0.564,0.288,0.081,0.6,1.01,0.65
"27019","2701700","Carver & Scott (West) Counties, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.013,0.554,0.253,0.155,0.71,0.89,1.25
"27025","2700600","Chisago, Isanti, Pine, Mille Lacs & Kanabec Counties, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.021,0.532,0.287,0.14,1.15,1.01,1.13
"27037","2701501","Dakota County (North)--Eagan, Inver Grove Heights & South St. Paul Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.026,0.604,0.293,0.169,1.43,1.03,1.36
"27037","2701503","Dakota County (West)--Burnsville & Apple Valley Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.022,0.569,0.314,0.128,1.21,1.11,1.03
"27037","2701502","Dakota County (South)--Lakeville, Hastings, Rosemount & Farmington Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.012,0.548,0.233,0.116,0.66,0.82,0.93
"27053","2701410","Hennepin County--Bloomington & Richfield Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.019,0.574,0.287,0.137,1.04,1.01,1.1
"27053","2701401","Hennepin County (West)--Champlin, Rogers Cities & Lake Minnetonka, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.014,0.595,0.305,0.126,0.77,1.07,1.01
"27053","2701407","Hennepin County--Minneapolis City (Southwest), Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.026,0.662,0.276,0.141,1.43,0.97,1.13
"27053","2701409","Hennepin County--Eden Prairie & Minnetonka Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.018,0.542,0.287,0.073,0.99,1.01,0.59
"27053","2701406","Hennepin County--Minneapolis City (Southeast), Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.023,0.565,0.248,0.202,1.26,0.87,1.62
"27053","2701403","Hennepin County--Brooklyn Park, Maple Grove (East) & Osseo Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.026,0.592,0.278,0.133,1.43,0.98,1.07
"27053","2701408","Hennepin County--Edina, St. Louis Park & Hopkins Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.012,0.554,0.302,0.079,0.66,1.06,0.64
"27053","2701402","Hennepin County--Plymouth, Maple Grove (West) & Medicine Lake Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.008,0.542,0.279,0.092,0.44,0.98,0.74
"27053","2701405","Hennepin County--Minneapolis (North) & St. Anthony Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.022,0.604,0.299,0.149,1.21,1.05,1.2
"27053","2701404","Hennepin County--Brooklyn Center, Golden Valley, New Hope & Robbinsdale Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.012,0.578,0.342,0.091,0.66,1.2,0.73
"27123","2701302","Ramsey County (Central & Far Southeast)--Maplewood, Roseville & North St. Paul Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.024,0.519,0.266,0.112,1.32,0.94,0.9
"27123","2701303","Ramsey County (Southeast)--St. Paul City (East), Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.024,0.515,0.3,0.158,1.32,1.06,1.27
"27123","2701304","Ramsey County (Southwest)--St. Paul City (West), Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.014,0.566,0.251,0.135,0.77,0.88,1.09
"27123","2701301","Ramsey County (North)--Shoreview, White Bear Lake & New Brighton Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.025,0.514,0.319,0.115,1.37,1.12,0.92
"27139","2701600","Scott County (East)--Shakopee, Savage & Prior Lake Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.012,0.588,0.276,0.103,0.66,0.97,0.83
"27141","2701000","Sherburne & Benton Counties, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.024,0.552,0.343,0.128,1.32,1.21,1.03
"27163","2701201","Washington County (North)--Oakdale, Forest Lake, Stillwater & Hugo Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.023,0.552,0.251,0.116,1.26,0.88,0.93
"27163","2701202","Washington County (South)--Woodbury & Cottage Grove Cities, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.005,0.544,0.259,0.108,0.27,0.91,0.87
"27171","2701800","Wright County, Minnesota","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.001,0.554,0.247,0.116,0.05,0.87,0.93
"55109","5555102","St. Croix & Dunn Counties, Wisconsin","Minneapolis-St. Paul-Bloomington, MN-WI",2019,0.013,0.562,0.246,0.103,0.71,0.87,0.83
"27007","2700200","Beltrami, Becker, Hubbard, Clearwater, Mahnomen & Lake of the Woods Counties, Minnesota","Bemidji, MN",2019,0.015,0.478,0.308,0.16,1,1,1
"27013","2702200","Blue Earth, Nicollet & Waseca Counties--Mankato City, Minnesota","Mankato-North Mankato, MN",2019,0.016,0.564,0.293,0.096,1,1,1
"27015","2702000","Brown, Lyon, Redwood, Chippewa, Yellow Medicine, Lac qui Parle & Lincoln Counties, Minnesota","New Ulm, MN",2019,0.01,0.536,0.409,0.118,1,1,1
"27027","2700100","Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties, Minnesota","Fargo, ND-MN",2019,0.016,0.54,0.34,0.133,0.96,1.04,0.95
"38017","3800500","Cass County--Fargo City, North Dakota","Fargo, ND-MN",2019,0.017,0.624,0.318,0.144,1.02,0.97,1.03
"27035","2700700","Crow Wing, Morrison, Todd & Wadena Counties, Minnesota","Brainerd, MN",2019,0.016,0.503,0.37,0.131,1,1,1
"27067","2701900","Kandiyohi, McLeod, Meeker, Renville & Sibley Counties, Minnesota","Willmar, MN",2019,0.018,0.534,0.377,0.088,1,1,1
"27099","2702400","Mower, Steele, Freeborn & Dodge Counties, Minnesota","Austin, MN",2019,0.011,0.519,0.389,0.128,1,1,1
"27105","2702100","Southwest Minnesota, Minnesota","Worthington, MN",2019,0.011,0.515,0.457,0.105,1,1,1
"27109","2702500","Olmsted County--Rochester City, Minnesota","Rochester, MN",2019,0.012,0.554,0.48,0.114,1,1,1
"27111","2700800","West Central Minnesota, Minnesota","Fergus Falls, MN",2019,0.012,0.516,0.398,0.105,1,1,1
"27131","2702300","Rice, Goodhue & Le Sueur Counties, Minnesota","Faribault-Northfield, MN",2019,0.01,0.532,0.329,0.105,1,1,1
"27137","2700400","St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities, Minnesota","Duluth, MN-WI",2019,0.021,0.471,0.286,0.145,1.16,0.88,0.96
"27137","2700500","St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities, Minnesota","Duluth, MN-WI",2019,0.012,0.553,0.325,0.174,0.66,1,1.15
"55031","5500100","Northwest Wisconsin, Wisconsin","Duluth, MN-WI",2019,0.02,0.5,0.356,0.141,1.1,1.09,0.93
"27145","2700900","Stearns County--St. Cloud City, Minnesota","St. Cloud, MN",2019,0.021,0.563,0.357,0.121,1,1,1
